species,condition,rhizotron,plant,leaf,date,height,Lenght of the leaf,Width of the leaf,Coef,area
maize,ww,3,R3,R3_4,04/11,"43,00","27,9","2,5","0,5","34,88"
maize,ww,3,R3,R3_4,06/11,"56,80",40,"2,5","0,5","50,00"
maize,ww,3,R3,R3_4,08/11,"65,50","50,8","2,6","0,75","99,06"
maize,ww,3,R3,R3_4,11/11,"65,50","50,8","2,6","0,75","99,06"
maize,ww,3,R3,R3_4,13/11,"65,50","50,8","2,6","0,75","99,06"
maize,ww,3,R3,R3_4,15/11,"65,50","50,8","2,6","0,75","99,06"
maize,ww,3,R3,R3_5,28/10,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_5,30/10,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_5,01/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_5,04/11,"22,20",0,0,0,"0,00"
maize,ww,3,R3,R3_5,06/11,"36,30",17,"2,6","0,5","22,10"
maize,ww,3,R3,R3_5,08/11,"51,30","26,1","3,4","0,5","44,37"
maize,ww,3,R3,R3_5,11/11,"75,40","49,1","3,45","0,5","84,70"
maize,ww,3,R3,R3_5,13/11,"84,40","64,8","3,5","0,5","113,40"
maize,ww,3,R3,R3_5,15/11,"87,90","66,1","3,5","0,75","173,51"
maize,ww,3,R3,R3_6,28/10,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_6,30/10,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_6,01/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_6,04/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_6,06/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_6,08/11,"29,20","4,8","0,5","0,5","1,20"
maize,ww,3,R3,R3_6,11/11,"54,05","24,9","3,8","0,5","47,31"
maize,ww,3,R3,R3_6,13/11,"71,00","41,7","4,5","0,5","93,83"
maize,ww,3,R3,R3_6,15/11,"86,00",50,"4,5","0,5","112,50"
maize,ww,3,R3,R3_7,28/10,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_7,30/10,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_7,01/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_7,04/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_7,06/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_7,08/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_7,11/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_7,13/11,"48,20","15,5",3,"0,5","23,25"
maize,ww,3,R3,R3_7,15/11,"63,50","25,8",4,"0,5","51,60"
maize,ww,3,R3,R3_8,28/10,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_8,30/10,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_8,01/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_8,04/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_8,06/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_8,08/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_8,11/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_8,13/11,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_8,15/11,"43,00","6,1",1,"0,5","3,05"
maize,ws,4,R4,R4_1,28/10,"9,60","6,1","1,4","0,5","4,27"
maize,ws,4,R4,R4_1,30/10,"9,90","5,9","1,3","0,75","5,75"
maize,ws,4,R4,R4_1,01/11,"9,90","5,9","1,3","0,75","5,75"
maize,ws,4,R4,R4_1,04/11,"9,90","5,9","1,3","0,75","5,75"
maize,ws,4,R4,R4_1,06/11,"9,90","5,9","1,3","0,75","5,75"
maize,ws,4,R4,R4_1,08/11,"9,90","5,9","1,3","0,75","5,75"
maize,ws,4,R4,R4_1,11/11,"9,90","5,9","1,3","0,75","5,75"
maize,ws,4,R4,R4_1,13/11,"9,90","5,9","1,3","0,75","5,75"
maize,ws,4,R4,R4_1,15/11,"9,90","5,9","1,3","0,75","5,75"
maize,ws,4,R4,R4_2,28/10,"22,50",0,0,0,"0,00"
maize,ws,4,R4,R4_2,30/10,"25,00","17,6","1,1","0,5","9,68"
maize,ws,4,R4,R4_2,01/11,"25,60","17,3","1,2","0,75","15,57"
maize,ws,4,R4,R4_2,04/11,"25,60","17,3","1,2","0,75","15,57"
maize,ws,4,R4,R4_2,06/11,"25,60","17,3","1,2","0,75","15,57"
maize,ws,4,R4,R4_2,08/11,"25,60","17,3","1,2","0,75","15,57"
maize,ws,4,R4,R4_2,11/11,"25,60","17,3","1,2","0,75","15,57"
maize,ws,4,R4,R4_2,13/11,"25,60","17,3","1,2","0,75","15,57"
maize,ws,4,R4,R4_2,15/11,"25,60","17,3","1,2","0,75","15,57"
maize,ws,4,R4,R4_3,28/10,"18,40",0,0,0,"0,00"
maize,ws,4,R4,R4_3,30/10,"30,60",0,0,0,"0,00"
maize,ws,4,R4,R4_3,01/11,"40,30",0,0,0,"0,00"
maize,ws,4,R4,R4_3,04/11,"45,30","33,2","1,5","0,75","37,35"
maize,ws,4,R4,R4_3,06/11,"45,30","33,2","1,5","0,75","37,35"
maize,ws,4,R4,R4_3,08/11,"45,30","33,2","1,5","0,75","37,35"
maize,ws,4,R4,R4_3,11/11,"45,30","33,2","1,5","0,75","37,35"
maize,ws,4,R4,R4_3,13/11,"45,30","33,2","1,5","0,75","37,35"
maize,ws,4,R4,R4_3,15/11,"45,30","33,2","1,5","0,75","37,35"
maize,ws,4,R4,R4_4,28/10,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_4,30/10,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_4,01/11,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_4,04/11,"54,00","38,3","2,65","0,5","50,75"
maize,ws,4,R4,R4_4,06/11,"61,90","49,8","2,8","0,75","104,58"
maize,ws,4,R4,R4_4,08/11,"61,90","49,8","2,8","0,75","104,58"
maize,ws,4,R4,R4_4,11/11,"61,90","49,8","2,8","0,75","104,58"
maize,ws,4,R4,R4_4,13/11,"61,90","49,8","2,8","0,75","104,58"
maize,ws,4,R4,R4_4,15/11,"61,90","49,8","2,8","0,75","104,58"
maize,ws,4,R4,R4_5,28/10,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_5,30/10,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_5,01/11,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_5,04/11,"34,70","13,6","2,4","0,5","16,32"
maize,ws,4,R4,R4_5,06/11,"48,20",25,"3,6","0,5","45,00"
maize,ws,4,R4,R4_5,08/11,"61,30","35,1",4,"0,5","70,20"
maize,ws,4,R4,R4_5,11/11,"74,75","51,5","3,95","0,5","101,71"
maize,ws,4,R4,R4_5,13/11,"77,00","56,7","3,8","0,5","107,73"
maize,ws,4,R4,R4_5,15/11,"77,80","57,6","3,6","0,5","103,68"
maize,ws,4,R4,R4_6,28/10,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_6,30/10,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_6,01/11,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_6,04/11,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_6,06/11,"29,90","8,9","1,5","0,5","6,68"
maize,ws,4,R4,R4_6,08/11,"43,00",16,"2,8","0,5","22,40"
maize,ws,4,R4,R4_6,11/11,"59,60","29,5","4,4","0,5","64,90"
maize,ws,4,R4,R4_6,13/11,"65,00","37,1","4,4","0,5","81,62"
maize,ws,4,R4,R4_6,15/11,"69,10","37,7","4,4","0,5","82,94"
maize,ws,4,R4,R4_7,28/10,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_7,30/10,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_7,01/11,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_7,04/11,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_7,06/11,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_7,08/11,"0,00",0,0,0,"0,00"
maize,ws,4,R4,R4_7,11/11,"41,40","12,5","1,7","0,5","10,63"
maize,ws,4,R4,R4_7,13/11,"47,40","19,3",3,"0,5","28,95"
maize,ws,4,R4,R4_7,15/11,"52,10",17,"2,55","0,5","21,68"
maize,ww,5,R5,R5_1,28/10,"9,50","5,6","1,3","0,5","3,64"
maize,ww,5,R5,R5_1,30/10,"10,00","5,5","1,3","0,75","5,36"
maize,ww,5,R5,R5_1,01/11,"10,00","5,5","1,3","0,75","5,36"
maize,ww,5,R5,R5_1,04/11,"10,00","5,5","1,3","0,75","5,36"
maize,ww,5,R5,R5_1,06/11,"10,00","5,5","1,3","0,75","5,36"
maize,ww,5,R5,R5_1,08/11,"10,00","5,5","1,3","0,75","5,36"
maize,ww,5,R5,R5_1,11/11,"10,00","5,5","1,3","0,75","5,36"
maize,ww,5,R5,R5_1,13/11,"10,00","5,5","1,3","0,75","5,36"
maize,ww,5,R5,R5_1,15/11,"10,00","5,5","1,3","0,75","5,36"
maize,ww,5,R5,R5_2,28/10,"21,40",0,0,0,"0,00"
maize,ww,5,R5,R5_2,30/10,"24,70","16,2","1,1","0,5","8,91"
maize,ww,5,R5,R5_2,01/11,"25,00","16,2","1,1","0,75","13,37"
maize,ww,5,R5,R5_2,04/11,"25,00","16,2","1,1","0,75","13,37"
maize,ww,5,R5,R5_2,06/11,"25,00","16,2","1,1","0,75","13,37"
maize,ww,5,R5,R5_2,08/11,"25,00","16,2","1,1","0,75","13,37"
maize,ww,5,R5,R5_2,11/11,"25,00","16,2","1,1","0,75","13,37"
maize,ww,5,R5,R5_2,13/11,"25,00","16,2","1,1","0,75","13,37"
maize,ww,5,R5,R5_2,15/11,"25,00","16,2","1,1","0,75","13,37"
maize,ww,5,R5,R5_3,28/10,"17,50",0,0,0,"0,00"
maize,ww,5,R5,R5_3,30/10,"30,30",0,0,0,"0,00"
maize,ww,5,R5,R5_3,01/11,"39,40",0,0,0,"0,00"
maize,ww,5,R5,R5_3,04/11,"44,70","33,3","1,3","0,75","32,47"
maize,ww,5,R5,R5_3,06/11,"44,70","33,3","1,3","0,75","32,47"
maize,ww,5,R5,R5_3,08/11,"44,70","33,3","1,3","0,75","32,47"
maize,ww,5,R5,R5_3,11/11,"44,70","33,3","1,3","0,75","32,47"
maize,ww,5,R5,R5_3,13/11,"44,70","33,3","1,3","0,75","32,47"
maize,ww,5,R5,R5_3,15/11,"44,70","33,3","1,3","0,75","32,47"
maize,ww,5,R5,R5_4,28/10,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_4,30/10,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_4,01/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_4,04/11,"47,00","29,7","2,4","0,5","35,64"
maize,ww,5,R5,R5_4,06/11,"57,30","43,6","2,4","0,5","52,32"
maize,ww,5,R5,R5_4,08/11,"62,50","48,2","2,4","0,75","86,76"
maize,ww,5,R5,R5_4,11/11,"62,50","48,2","2,4","0,75","86,76"
maize,ww,5,R5,R5_4,13/11,"62,50","48,2","2,4","0,75","86,76"
maize,ww,5,R5,R5_4,15/11,"62,50","48,2","2,4","0,75","86,76"
maize,ww,5,R5,R5_5,28/10,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_5,30/10,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_5,01/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_5,04/11,"27,50","6,8","1,2","0,5","4,08"
maize,ww,5,R5,R5_5,06/11,"39,80","20,6","2,9","0,5","29,87"
maize,ww,5,R5,R5_5,08/11,"55,00","31,7","3,5","0,5","55,48"
maize,ww,5,R5,R5_5,11/11,"75,40","49,7","3,55","0,5","88,22"
maize,ww,5,R5,R5_5,13/11,"81,60",61,"3,5","0,75","160,13"
maize,ww,5,R5,R5_5,15/11,"81,60",61,"3,5","0,75","160,13"
maize,ww,5,R5,R5_6,28/10,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_6,30/10,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_6,01/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_6,04/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_6,06/11,"21,20","3,6","0,4","0,5","0,72"
maize,ww,5,R5,R5_6,08/11,"35,50","12,4","2,1","0,5","13,02"
maize,ww,5,R5,R5_6,11/11,"59,40","30,7","4,4","0,5","67,54"
maize,ww,5,R5,R5_6,13/11,"73,70","44,2","4,5","0,5","99,45"
maize,ww,5,R5,R5_6,15/11,"87,40","50,3","4,5","0,5","113,18"
maize,ww,5,R5,R5_7,28/10,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_7,30/10,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_7,01/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_7,04/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_7,06/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_7,08/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_7,11/11,"33,40","6,1",1,"0,5","3,05"
maize,ww,5,R5,R5_7,13/11,"48,70",17,"2,8","0,5","23,80"
maize,ww,5,R5,R5_7,15/11,"63,10","25,4","4,1","0,5","52,07"
maize,ww,5,R5,R5_8,28/10,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_8,30/10,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_8,01/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_8,04/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_8,06/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_8,08/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_8,11/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_8,13/11,"0,00",0,0,0,"0,00"
maize,ww,5,R5,R5_8,15/11,"41,20",0,0,0,"0,00"
maize,ws,6,R6,R6_1,28/10,"8,10","4,6","1,3","0,5","2,99"
maize,ws,6,R6,R6_1,30/10,"8,20",5,"1,2","0,75","4,50"
maize,ws,6,R6,R6_1,01/11,"8,20",5,"1,2","0,75","4,50"
maize,ws,6,R6,R6_1,04/11,"8,20",5,"1,2","0,75","4,50"
maize,ws,6,R6,R6_1,06/11,"8,20",5,"1,2","0,75","4,50"
maize,ws,6,R6,R6_1,08/11,"8,20",5,"1,2","0,75","4,50"
maize,ws,6,R6,R6_1,11/11,"8,20",5,"1,2","0,75","4,50"
maize,ws,6,R6,R6_1,13/11,"8,20",5,"1,2","0,75","4,50"
maize,ws,6,R6,R6_1,15/11,"8,20",5,"1,2","0,75","4,50"
maize,ws,6,R6,R6_2,28/10,"22,60",0,0,0,"0,00"
maize,ws,6,R6,R6_2,30/10,"24,80",17,"1,1","0,5","9,35"
maize,ws,6,R6,R6_2,01/11,"25,40","16,8","1,1","0,75","13,86"
maize,ws,6,R6,R6_2,04/11,"25,40","16,8","1,1","0,75","13,86"
maize,ws,6,R6,R6_2,06/11,"25,40","16,8","1,1","0,75","13,86"
maize,ws,6,R6,R6_2,08/11,"25,40","16,8","1,1","0,75","13,86"
maize,ws,6,R6,R6_2,11/11,"25,40","16,8","1,1","0,75","13,86"
maize,ws,6,R6,R6_2,13/11,"25,40","16,8","1,1","0,75","13,86"
maize,ws,6,R6,R6_2,15/11,"25,40","16,8","1,1","0,75","13,86"
maize,ws,6,R6,R6_3,28/10,"19,80",0,0,0,"0,00"
maize,ws,6,R6,R6_3,30/10,"32,50",0,0,0,"0,00"
maize,ws,6,R6,R6_3,01/11,"41,60",0,0,0,"0,00"
maize,ws,6,R6,R6_3,04/11,"46,20","34,1","1,1","0,75","28,13"
maize,ws,6,R6,R6_3,06/11,"46,20","34,1","1,1","0,75","28,13"
maize,ws,6,R6,R6_3,08/11,"46,20","34,1","1,1","0,75","28,13"
maize,ws,6,R6,R6_3,11/11,"46,20","34,1","1,1","0,75","28,13"
maize,ws,6,R6,R6_3,13/11,"46,20","34,1","1,1","0,75","28,13"
maize,ws,6,R6,R6_3,15/11,"46,20","34,1","1,1","0,75","28,13"
maize,ws,6,R6,R6_4,28/10,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_4,30/10,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_4,01/11,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_4,04/11,"51,30","36,3","2,6","0,5","47,19"
maize,ws,6,R6,R6_4,06/11,"60,00","46,2","2,6","0,5","60,06"
maize,ws,6,R6,R6_4,08/11,"63,80","48,7","2,4","0,75","87,66"
maize,ws,6,R6,R6_4,11/11,"63,80","48,7","2,4","0,75","87,66"
maize,ws,6,R6,R6_4,13/11,"63,80","48,7","2,4","0,75","87,66"
maize,ws,6,R6,R6_4,15/11,"63,80","48,7","2,4","0,75","87,66"
maize,ws,6,R6,R6_5,28/10,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_5,30/10,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_5,01/11,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_5,04/11,"31,50","15,6","1,8","0,5","14,04"
maize,ws,6,R6,R6_5,06/11,"45,20","24,5","3,4","0,5","41,65"
maize,ws,6,R6,R6_5,08/11,"57,50",32,4,"0,5","64,00"
maize,ws,6,R6,R6_5,11/11,"71,40","55,2","3,7","0,5","102,12"
maize,ws,6,R6,R6_5,13/11,"75,40","55,3",4,"0,5","110,60"
maize,ws,6,R6,R6_5,15/11,"76,50","54,35","3,7","0,5","100,55"
maize,ws,6,R6,R6_6,28/10,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_6,30/10,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_6,01/11,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_6,04/11,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_6,06/11,"28,40","7,6","1,1","0,5","4,18"
maize,ws,6,R6,R6_6,08/11,"40,40","30,9","2,5","0,5","38,63"
maize,ws,6,R6,R6_6,11/11,"55,90","26,8","4,1","0,5","54,94"
maize,ws,6,R6,R6_6,13/11,"63,00","36,1","4,5","0,5","81,23"
maize,ws,6,R6,R6_6,15/11,"67,50","39,45","4,5","0,5","88,76"
maize,ws,6,R6,R6_7,28/10,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_7,30/10,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_7,01/11,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_7,04/11,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_7,06/11,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_7,08/11,"0,00",0,0,0,"0,00"
maize,ws,6,R6,R6_7,11/11,"35,60",8,"1,1","0,5","4,40"
maize,ws,6,R6,R6_7,13/11,"43,00","16,1","2,8","0,5","22,54"
maize,ws,6,R6,R6_7,15/11,"48,40","19,2","3,25","0,5","31,20"
maize,ww,7,R7,R7_1,28/10,"9,40","5,4","1,2","0,5","3,24"
maize,ww,7,R7,R7_1,30/10,"9,90","5,6","1,3","0,75","5,46"
maize,ww,7,R7,R7_1,01/11,"9,90","5,6","1,3","0,75","5,46"
maize,ww,7,R7,R7_1,04/11,"9,90","5,6","1,3","0,75","5,46"
maize,ww,7,R7,R7_1,06/11,"9,90","5,6","1,3","0,75","5,46"
maize,ww,7,R7,R7_1,08/11,"9,90","5,6","1,3","0,75","5,46"
maize,ww,7,R7,R7_1,11/11,"9,90","5,6","1,3","0,75","5,46"
maize,ww,7,R7,R7_1,13/11,"9,90","5,6","1,3","0,75","5,46"
maize,ww,7,R7,R7_1,15/11,"9,90","5,6","1,3","0,75","5,46"
maize,ww,7,R7,R7_2,28/10,"23,00",0,0,0,"0,00"
maize,ww,7,R7,R7_2,30/10,"24,40","15,4","1,1","0,5","8,47"
maize,ww,7,R7,R7_2,01/11,"24,80","15,6","1,2","0,75","14,04"
maize,ww,7,R7,R7_2,04/11,"24,80","15,6","1,2","0,75","14,04"
maize,ww,7,R7,R7_2,06/11,"24,80","15,6","1,2","0,75","14,04"
maize,ww,7,R7,R7_2,08/11,"24,80","15,6","1,2","0,75","14,04"
maize,ww,7,R7,R7_2,11/11,"24,80","15,6","1,2","0,75","14,04"
maize,ww,7,R7,R7_2,13/11,"24,80","15,6","1,2","0,75","14,04"
maize,ww,7,R7,R7_2,15/11,"24,80","15,6","1,2","0,75","14,04"
maize,ww,7,R7,R7_3,28/10,"22,30",0,0,0,"0,00"
maize,ww,7,R7,R7_3,30/10,"35,30",0,0,0,"0,00"
maize,ww,7,R7,R7_3,01/11,"41,70",0,0,0,"0,00"
maize,ww,7,R7,R7_3,04/11,"45,50",33,"1,5","0,75","37,13"
maize,ww,7,R7,R7_3,06/11,"45,50",33,"1,5","0,75","37,13"
maize,ww,7,R7,R7_3,08/11,"45,50",33,"1,5","0,75","37,13"
maize,ww,7,R7,R7_3,11/11,"45,50",33,"1,5","0,75","37,13"
maize,ww,7,R7,R7_3,13/11,"45,50",33,"1,5","0,75","37,13"
maize,ww,7,R7,R7_3,15/11,"45,50",33,"1,5","0,75","37,13"
maize,ww,7,R7,R7_4,28/10,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_4,30/10,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_4,01/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_4,04/11,"55,00","40,5","2,8","0,5","56,70"
maize,ww,7,R7,R7_4,06/11,"65,50","51,2","2,8","0,75","107,52"
maize,ww,7,R7,R7_4,08/11,"65,50","51,2","2,8","0,75","107,52"
maize,ww,7,R7,R7_4,11/11,"65,50","51,2","2,8","0,75","107,52"
maize,ww,7,R7,R7_4,13/11,"65,50","51,2","2,8","0,75","107,52"
maize,ww,7,R7,R7_4,15/11,"65,50","51,2","2,8","0,75","107,52"
maize,ww,7,R7,R7_5,28/10,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_5,30/10,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_5,01/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_5,04/11,"35,50","15,4","2,1","0,5","16,17"
maize,ww,7,R7,R7_5,06/11,"51,90","29,9","4,2","0,5","62,79"
maize,ww,7,R7,R7_5,08/11,"68,40",38,"4,6","0,5","87,40"
maize,ww,7,R7,R7_5,11/11,"87,50","59,2","4,35","0,5","128,76"
maize,ww,7,R7,R7_5,13/11,"92,20",68,"4,1","0,5","139,40"
maize,ww,7,R7,R7_5,15/11,"94,10","71,4","4,2","0,75","224,91"
maize,ww,7,R7,R7_6,28/10,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_6,30/10,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_6,01/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_6,04/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_6,06/11,"31,60","8,1","1,4","0,5","5,67"
maize,ww,7,R7,R7_6,08/11,"47,90","16,6","3,5","0,5","29,05"
maize,ww,7,R7,R7_6,11/11,"72,10","40,6","5,45","0,5","110,64"
maize,ww,7,R7,R7_6,13/11,"88,00","55,6","5,4","0,5","150,12"
maize,ww,7,R7,R7_6,15/11,"100,70","63,7","5,5","0,5","175,18"
maize,ww,7,R7,R7_7,28/10,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_7,30/10,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_7,01/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_7,04/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_7,06/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_7,08/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_7,11/11,"52,50","21,5","3,35","0,5","36,01"
maize,ww,7,R7,R7_7,13/11,"69,00","35,4","5,4","0,5","95,58"
maize,ww,7,R7,R7_7,15/11,"84,40","55,95","5,6","0,5","156,66"
maize,ww,7,R7,R7_8,28/10,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_8,30/10,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_8,01/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_8,04/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_8,06/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_8,08/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_8,11/11,"0,00",0,0,0,"0,00"
maize,ww,7,R7,R7_8,13/11,"47,10","13,8","2,6","0,5","17,94"
maize,ww,7,R7,R7_8,15/11,"63,00","22,7","4,2","0,5","47,67"
maize,ws,8,R8,R8_1,28/10,"9,50",5,"1,1","0,5","2,75"
maize,ws,8,R8,R8_1,30/10,"9,90","5,7","1,1","0,75","4,70"
maize,ws,8,R8,R8_1,01/11,"9,90","5,7","1,1","0,75","4,70"
maize,ws,8,R8,R8_1,04/11,"9,90","5,7","1,1","0,75","4,70"
maize,ws,8,R8,R8_1,06/11,"9,90","5,7","1,1","0,75","4,70"
maize,ws,8,R8,R8_1,08/11,"9,90","5,7","1,1","0,75","4,70"
maize,ws,8,R8,R8_1,11/11,"9,90","5,7","1,1","0,75","4,70"
maize,ws,8,R8,R8_1,13/11,"9,90","5,7","1,1","0,75","4,70"
maize,ws,8,R8,R8_1,15/11,"9,90","5,7","1,1","0,75","4,70"
maize,ws,8,R8,R8_2,28/10,"20,00",0,0,0,"0,00"
maize,ws,8,R8,R8_2,30/10,"22,90","15,3","1,1","0,5","8,42"
maize,ws,8,R8,R8_2,01/11,"23,50","15,2",1,"0,75","11,40"
maize,ws,8,R8,R8_2,04/11,"23,50","15,2",1,"0,75","11,40"
maize,ws,8,R8,R8_2,06/11,"23,50","15,2",1,"0,75","11,40"
maize,ws,8,R8,R8_2,08/11,"23,50","15,2",1,"0,75","11,40"
maize,ws,8,R8,R8_2,11/11,"23,50","15,2",1,"0,75","11,40"
maize,ws,8,R8,R8_2,13/11,"23,50","15,2",1,"0,75","11,40"
maize,ws,8,R8,R8_2,15/11,"23,50","15,2",1,"0,75","11,40"
maize,ws,8,R8,R8_3,28/10,"15,50",0,0,0,"0,00"
maize,ws,8,R8,R8_3,30/10,"27,00",0,0,0,"0,00"
maize,ws,8,R8,R8_3,01/11,"35,40",0,0,0,"0,00"
maize,ws,8,R8,R8_3,04/11,"40,60",29,"1,3","0,75","28,28"
maize,ws,8,R8,R8_3,06/11,"40,60",29,"1,3","0,75","28,28"
maize,ws,8,R8,R8_3,08/11,"40,60",29,"1,3","0,75","28,28"
maize,ws,8,R8,R8_3,11/11,"40,60",29,"1,3","0,75","28,28"
maize,ws,8,R8,R8_3,13/11,"40,60",29,"1,3","0,75","28,28"
maize,ws,8,R8,R8_3,15/11,"40,60",29,"1,3","0,75","28,28"
maize,ws,8,R8,R8_4,28/10,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_4,30/10,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_4,01/11,"0,00",0,0,0,"0,00"
maize,ws,8,R8,R8_4,04/11,"47,80","31,5","2,4","0,5","37,80"
maize,ws,8,R8,R8_4,06/11,"57,00","42,9","2,3","0,75","74,00"
maize,ws,8,R8,R8_4,08/11,"57,00","42,9","2,3","0,75","74,00"
maize,ws,8,R8,R8_4,11/11,"57,00","42,9","2,3","0,75","74,00"
maize,ws,8,R8,R8_4,13/11,"57,00","42,9","2,3","0,75","74,00"
maize,ws,8,R8,R8_4,15/11,"57,00","42,9","2,3","0,75","74,00"
