species,condition,rhizotron,plant,leaf,date,height,lenght,width,coef,area
maize,ws,4,R4,R4_8,22/11,"55,9","22,7","3,9","0,765","67,73"
maize,ws,4,R4,R4_9,22/11,"42,1","8,1","1,3","0,765","8,06"
maize,ww,5,L5,L5_1,22/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_2,22/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_3,22/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_4,22/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_5,22/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_6,22/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_7,22/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_8,22/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_9,22/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_1,22/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_2,22/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_3,22/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_4,22/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_5,22/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_6,22/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_7,22/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_8,22/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_9,22/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_1,22/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_2,22/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_3,22/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_4,22/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_5,22/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_6,22/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_7,22/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_1,22/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_2,22/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_3,22/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_4,22/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_5,22/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_6,22/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_7,22/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_8,22/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_1,22/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_2,22/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_3,22/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_4,22/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_5,22/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_6,22/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_7,22/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_8,22/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_9,22/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_1,22/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_2,22/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_3,22/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_4,22/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_5,22/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_6,22/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_7,22/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_8,22/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_9,22/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_1,22/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_2,22/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_3,22/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_4,22/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_5,22/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_6,22/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_7,22/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_8,22/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_1,22/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_2,22/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_3,22/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_4,22/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_5,22/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_6,22/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_7,22/11,0,0,0,0,"0,00"
sorghum,ws,9,L9,L9_1,22/11,0,2,"0,5","0,75","0,75"
sorghum,ws,9,L9,L9_2,22/11,6,"5,6","0,5","0,75","2,10"
sorghum,ws,9,L9,L9_3,22/11,18,"15,8","0,6","0,75","7,11"
sorghum,ws,9,L9,L9_4,22/11,"22,9","20,8",1,"0,75","15,60"
sorghum,ws,9,L9,L9_5,22/11,"25,8",24,"1,5","0,75","27,00"
sorghum,ws,9,L9,L9_6,22/11,"31,4","27,4","1,5","0,75","30,83"
sorghum,ws,9,L9,L9_7,22/11,"40,1","34,8","0,9","0,75","23,49"
sorghum,ws,9,L9,L9_8,22/11,"41,6","30,3","1,4","0,765","32,45"
sorghum,ws,9,L9,L9_9,22/11,"27,4","13,5","1,5","0,765","15,49"
sorghum,ws,9,L9,L9_3_1,22/11,0,"9,7","0,6","0,765","4,45"
sorghum,ws,9,L9,L9_3_2,22/11,0,"7,6","0,5","0,765","2,91"
sorghum,ws,9,R9,R9_1,22/11,"1,3","2,6","0,6","0,75","1,17"
sorghum,ws,9,R9,R9_2,22/11,8,"6,2","0,45","0,75","2,09"
sorghum,ws,9,R9,R9_3,22/11,"17,5",15,"0,6","0,75","6,75"
sorghum,ws,9,R9,R9_4,22/11,"22,8","20,3","1,2","0,75","18,27"
sorghum,ws,9,R9,R9_5,22/11,"27,4","23,5","1,3","0,75","22,91"
sorghum,ws,9,R9,R9_6,22/11,"35,4","28,8","1,9","0,75","41,04"
sorghum,ws,9,R9,R9_7,22/11,"42,3","34,2","0,7","0,765","18,31"
sorghum,ws,9,R9,R9_8,22/11,"35,1",23,"1,8","0,765","31,67"
sorghum,ws,9,R9,R9_9,22/11,"18,5",6,"0,5","0,765","2,30"
sorghum,ww,10,R10,R10_1,22/11,0,"2,7","0,4","0,75","0,81"
sorghum,ww,10,R10,R10_2,22/11,"5,4","5,4","0,5","0,75","2,03"
sorghum,ww,10,R10,R10_3,22/11,"13,9",11,"0,5","0,75","4,13"
sorghum,ww,10,R10,R10_4,22/11,"20,2","17,8","0,7","0,75","9,35"
sorghum,ww,10,R10,R10_5,22/11,"25,9","22,4","1,05","0,75","17,64"
sorghum,ww,10,R10,R10_6,22/11,"37,2",30,"1,3","0,75","29,25"
sorghum,ww,10,R10,R10_7,22/11,"46,9","35,8","1,2","0,765","32,86"
sorghum,ww,10,R10,R10_8,22/11,"33,4",20,2,"0,765","30,60"
sorghum,ws,11,L11,L11_1,22/11,"1,3","1,9","0,6","0,75","0,86"
sorghum,ws,11,L11,L11_2,22/11,"6,8","5,8","0,55","0,75","2,39"
sorghum,ws,11,L11,L11_3,22/11,17,13,"0,5","0,75","4,88"
sorghum,ws,11,L11,L11_4,22/11,"23,4",20,"1,2","0,75","18,00"
sorghum,ws,11,L11,L11_5,22/11,"29,1","23,1","1,65","0,75","28,59"
sorghum,ws,11,L11,L11_6,22/11,"34,1",29,"1,7","0,75","36,98"
sorghum,ws,11,L11,L11_7,22/11,"42,5","26,5","1,75","0,75","34,78"
sorghum,ws,11,L11,L11_8,22/11,"38,4","23,9","1,5","0,765","27,43"
sorghum,ws,11,L11,L11_9,22/11,NA,NA,NA,"0,765",NA
sorghum,ww,12,L12,L12_1,22/11,"2,3","2,3","0,6","0,75","1,04"
sorghum,ww,12,L12,L12_2,22/11,"9,1","17,4","0,5","0,75","6,53"
sorghum,ww,12,L12,L12_3,22/11,"17,2",14,"0,6","0,75","6,30"
sorghum,ww,12,L12,L12_4,22/11,"21,2",18,"0,7","0,75","9,45"
sorghum,ww,12,L12,L12_5,22/11,"28,4","23,5","1,35","0,75","23,79"
sorghum,ww,12,L12,L12_6,22/11,"35,95","29,5","1,55","0,75","34,29"
sorghum,ww,12,L12,L12_7,22/11,"49,5","38,8","1,1","0,75","32,01"
sorghum,ww,12,L12,L12_8,22/11,"48,6","33,5","1,9","0,765","48,69"
sorghum,ww,12,L12,L12_9,22/11,"29,3","12,4","1,2","0,765","11,38"
sorghum,ws,13,L13,L13_1,22/11,"1,7",2,"0,5","0,75","0,75"
sorghum,ws,13,L13,L13_2,22/11,"7,9","6,3","0,5","0,75","2,36"
sorghum,ws,13,L13,L13_3,22/11,"16,5",14,"0,6","0,75","6,30"
sorghum,ws,13,L13,L13_4,22/11,"20,2","17,1","0,8","0,75","10,26"
sorghum,ws,13,L13,L13_5,22/11,"23,6","19,4","1,4","0,75","20,37"
sorghum,ws,13,L13,L13_6,22/11,27,"22,9","1,4","0,75","24,05"
sorghum,ws,13,L13,L13_7,22/11,"29,2","24,6","1,2","0,765","22,58"
sorghum,ws,13,L13,L13_8,22/11,"27,8",8,"1,4","0,765","8,57"
sorghum,ws,13,L13,L13_9,22/11,"17,5",0,0,"0,765","0,00"
sorghum,ws,13,R13,R13_1,22/11,"2,8","2,4","0,5","0,75","0,90"
sorghum,ws,13,R13,R13_2,22/11,"6,9","5,6","0,45","0,75","1,89"
sorghum,ws,13,R13,R13_3,22/11,"13,5","10,5","0,5","0,75","3,94"
sorghum,ws,13,R13,R13_4,22/11,"17,6","15,7","0,8","0,75","9,42"
sorghum,ws,13,R13,R13_5,22/11,"21,8","18,2","1,15","0,75","15,70"
sorghum,ws,13,R13,R13_6,22/11,"28,1","23,1","1,2","0,75","20,79"
sorghum,ws,13,R13,R13_7,22/11,"33,3","23,1","0,8","0,765","14,14"
sorghum,ws,13,R13,R13_8,22/11,"25,2","14,9","1,5","0,765","17,10"
sorghum,ws,13,R13,R13_9,22/11,"13,1",0,0,"0,765","0,00"
sorghum,ww,14,L14,L14_1,22/11,"2,5","2,6","0,5","0,75","0,98"
sorghum,ww,14,L14,L14_2,22/11,"11,9","7,5","0,55","0,75","3,09"
sorghum,ww,14,L14,L14_3,22/11,"17,1","13,2","0,6","0,75","5,94"
sorghum,ww,14,L14,L14_4,22/11,"22,5","19,1",1,"0,75","14,33"
sorghum,ww,14,L14,L14_5,22/11,"28,5","24,1","1,6","0,75","28,92"
sorghum,ww,14,L14,L14_6,22/11,"34,7",29,"1,7","0,75","36,98"
sorghum,ww,14,L14,L14_7,22/11,44,"35,5","1,65","0,75","43,93"
sorghum,ww,14,L14,L14_8,22/11,"51,3","24,6","2,2","0,765","41,40"
sorghum,ww,14,L14,L14_9,22/11,"38,9","36,8",2,"0,765","56,30"
sorghum,ww,14,L14,L14_2_1,22/11,0,"5,2","0,5","0,75","1,95"
sorghum,ww,14,L14,L14_2_2,22/11,0,"10,2","0,7","0,765","5,46"
sorghum,ww,14,L14,L14_2_3,22/11,0,6,"0,4","0,765","1,84"
sorghum,ww,14,L14,L14_3_1,22/11,0,"7,2","0,75","0,75","4,05"
sorghum,ww,14,L14,L14_3_2,22/11,0,"15,5","0,7","0,75","8,14"
sorghum,ww,14,L14,L14_3_3,22/11,0,17,"1,1","0,765","14,31"
sorghum,ww,14,L14,L14_3_4,22/11,0,"11,4","0,8","0,765","6,98"
sorghum,ww,14,L14,L14_4_1,22/11,0,"5,5","0,6","0,75","2,48"
sorghum,ww,14,L14,L14_4_2,22/11,0,6,"0,6","0,765","2,75"
sorghum,ww,14,L14,L14_4_3,22/11,0,"11,5","0,9","0,765","7,92"
sorghum,ww,14,R14,R14_1,22/11,1,"1,8","0,5","0,75","0,68"
sorghum,ww,14,R14,R14_2,22/11,"6,3",5,"0,3","0,75","1,13"
sorghum,ww,14,R14,R14_3,22/11,"15,5",13,"0,4","0,75","3,90"
sorghum,ww,14,R14,R14_4,22/11,"19,6","17,5","0,8","0,75","10,50"
sorghum,ww,14,R14,R14_5,22/11,23,20,"1,35","0,75","20,25"
sorghum,ww,14,R14,R14_6,22/11,"29,3","24,2","1,9","0,75","34,49"
sorghum,ww,14,R14,R14_7,22/11,"39,8","31,4","1,9","0,75","44,75"
sorghum,ww,14,R14,R14_8,22/11,"44,9","34,4","1,6","0,765","42,11"
sorghum,ww,14,R14,R14_9,22/11,"33,3","19,8","2,3","0,765","34,84"
sorghum,ws,15,L15,L15_1,22/11,0,"1,5","0,5","0,75","0,56"
sorghum,ws,15,L15,L15_2,22/11,"3,9",4,"0,4","0,75","1,20"
sorghum,ws,15,L15,L15_3,22/11,"12,4","10,3","0,4","0,75","3,09"
sorghum,ws,15,L15,L15_4,22/11,"15,8","14,9","0,6","0,75","6,71"
sorghum,ws,15,L15,L15_5,22/11,"19,4","17,1",1,"0,75","12,83"
sorghum,ws,15,L15,L15_6,22/11,"25,1","21,1","1,2","0,75","18,99"
sorghum,ws,15,L15,L15_7,22/11,32,"26,6","0,9","0,765","18,31"
sorghum,ws,15,L15,L15_8,22/11,"27,6","21,1","1,4","0,765","22,60"
sorghum,ws,15,L15,L15_9,22/11,"14,6","5,5","0,5","0,765","2,10"
sorghum,ws,15,R15,R15_1,22/11,"1,3","2,1","0,6","0,75","0,95"
sorghum,ws,15,R15,R15_2,22/11,"8,1","6,7","0,5","0,75","2,51"
sorghum,ws,15,R15,R15_3,22/11,"17,5","15,2","0,7","0,75","7,98"
sorghum,ws,15,R15,R15_4,22/11,"21,8","19,5","0,9","0,75","13,16"
sorghum,ws,15,R15,R15_5,22/11,"26,9",23,"1,9","0,75","32,78"
sorghum,ws,15,R15,R15_6,22/11,"31,4","27,1","1,6","0,75","32,52"
sorghum,ws,15,R15,R15_7,22/11,"36,8","31,6","1,65","0,75","39,11"
sorghum,ws,15,R15,R15_8,22/11,"37,5",29,"1,3","0,765","28,84"
sorghum,ws,15,R15,R15_9,22/11,"26,5","15,5","1,6","0,765","18,97"
sorghum,ws,15,R15,R15_2_1,22/11,0,"6,6","0,5","0,75","2,48"
sorghum,ws,15,R15,R15_2_2,22/11,0,"7,5","0,6","0,765","3,44"
sorghum,ws,15,R15,R15_2_3,22/11,0,"4,5","0,4","0,765","1,38"
sorghum,ws,15,R15,R15_3_1,22/11,0,"6,55","0,55","0,75","2,70"
sorghum,ws,15,R15,R15_3_2,22/11,0,13,"0,7","0,75","6,83"
sorghum,ws,15,R15,R15_3_3,22/11,0,"17,8",1,"0,765","13,62"
sorghum,ws,15,R15,R15_3_4,22/11,0,11,"1,1","0,765","9,26"
sorghum,ws,15,R15,R15_4_1,22/11,0,"5,5","0,5","0,765","2,10"
sorghum,ws,15,R15,R15_4_2,22/11,0,10,"0,8","0,765","6,12"
sorghum,ws,15,R15,R15_4_3,22/11,0,"5,5","0,4","0,765","1,68"
sorghum,ww,16,R16,R16_1,22/11,0,"1,8","0,5","0,75","0,68"
sorghum,ww,16,R16,R16_2,22/11,"3,8","4,2","0,4","0,75","1,26"
sorghum,ww,16,R16,R16_3,22/11,"8,5","7,6","0,5","0,75","2,85"
sorghum,ww,16,R16,R16_4,22/11,"13,2","11,4","0,6","0,75","5,13"
sorghum,ww,16,R16,R16_5,22/11,"18,9","16,6","0,95","0,75","11,83"
sorghum,ww,16,R16,R16_6,22/11,"27,6",22,"1,2","0,75","19,80"
sorghum,ww,16,R16,R16_7,22/11,"39,8","29,5","1,5","0,75","33,19"
sorghum,ww,16,R16,R16_8,22/11,"43,8","34,5","1,1","0,765","29,03"
sorghum,ww,16,R16,R16_9,22/11,34,23,"2,1","0,765","36,95"
sorghum,ww,16,R16,R16_10,22/11,18,0,0,0,"0,00"
sorghum,ww,16,R16,R16_3_1,22/11,0,6,"0,4","0,75","1,80"
sorghum,ww,16,R16,R16_3_2,22/11,0,"7,1","0,6","0,75","3,20"
sorghum,ww,16,R16,R16_3_3,22/11,0,"11,4","0,7","0,765","6,10"
sorghum,ww,16,R16,R16_3_4,22/11,0,"5,1","0,5","0,765","1,95"
sorghum,ww,16,R16,R16_4_1,22/11,0,"10,6","0,65","0,75","5,17"
sorghum,ww,16,R16,R16_4_2,22/11,0,"7,5","0,7","0,765","4,02"
sorghum,ww,16,R16,R16_4_3,22/11,0,"4,6","0,6","0,765","2,11"
